3925.72   35
3928.62   50
3932.55   25
3946.10   70
3947.51    7
3948.98   35
3979.36   20
3994.79   35
4013.86   50
4033.81   50
4035.46   20
4042.89  150
4044.42   50
4052.92  100
4072.01  200
4072.39   70
4076.63   25
4079.57   35
4082.39   25
4103.91  150
4131.72  300
4156.09   35
4158.59  400
4164.18   50
4179.30   35
4181.88   50
4190.71  100
4191.03   50
4198.32  200
4200.67  400
4218.67   25
4222.64   25
4226.99   25
4228.16  100
4237.22  100
4251.19   25
4259.36  200
4266.29  100
4266.53   70
4272.17  150
4277.53  550
4282.90   20
4300.10  100
4300.65   25
4309.24   70
4331.20  200
4332.03   50
4333.56  100
4335.34   50
4345.17   25
4348.06  800
4352.21   50
4362.07   25
4367.83   50
4370.75  200
4371.33   70
4375.95   50
4379.67  150
4385.06   50
4400.10   70
4400.99  200
4426.00  400
4430.19  150
4431.00   50
4433.84   50
4439.46   20
4448.88   35
4474.76  100
4481.81  200
4510.73  100
4522.32   20
4530.55   20
4545.05  400
4564.41   20
4579.35  400
4589.90  400
4596.10   15
4609.57  550
4628.44    7
4637.23   35
4657.90  400
4702.32   15
4721.59   20
4726.87  550
4732.05   50
4735.91  300
4764.87  800
4806.02  550
4847.81  150
4865.91   50
4879.86  800
4889.04   70
4904.75   20
4933.21   35
4965.08  200
5009.33   50
5017.16   70
5062.04   70
5090.50   20
5141.78  100
5145.31   70
5151.39    5
5162.29   15
5165.77   25
5187.75   20
5216.81   20
5221.27    7
5421.35    5
5451.65   10
5495.87   25
5506.11    5
5558.70   25
5572.54   10
5606.73   35
5650.70   20
5739.52   10
5834.26    5
5860.31   10
5882.62   15
5888.58   25
5912.09   50
5928.81   15
5942.67    5
5987.30    7
5999.00    5
6025.15    5
6032.13   70
6043.22   35
6052.72   10
6059.37   20
6098.80    7
6105.64   10
6114.92  100
6145.44   10
6170.17    7
6172.28  150
6173.10   10
6212.50   10
6215.94    5
6243.12   25
6296.87    7
6307.66   15
6369.58    7
6384.72   20
6416.31   70
6483.08   25
6538.11   15
6604.85   15
6638.22   25
6639.74   20
6643.70   50
6660.68    5
6664.05    5
6666.36   25
6677.28  100
6684.29   35
6752.83  150
6756.16    5
6766.61   15
6861.27   20
6871.29  150
6879.58    5
6888.17   10
6937.66   50
6951.48    7
6960.25    7
6965.43 9999
7030.25  150
7067.22 9999
7068.74  100
7107.48   25
7125.82   25
7147.04 1000
7158.84   15
