3711.07  850
4081.37  200
4113.70  300
4123.08  250
4233.26  250
4238.99    2
4240.37  200
4240.90  250
4242.08    3
4273.64    4
4276.79    5
4287.84    2
4291.01    3
4292.48  250
4292.86  250
4308.81  250
4309.04  250
4320.91  250
4321.40    6
4324.62    7
4337.29  250
4341.49    4
4344.11  250
4344.74    5
4368.60  200
4375.22  200
4387.49  200
4390.03    8
4392.81  250
4393.34    9
4405.12  200
4419.89    6
4423.25    7
4446.70  200
4447.41  200
4454.74  200
4455.23  200
4457.21  200
4474.63  200
4478.80  200
4481.67  200
4490.15  200
4490.87  200
4494.18   10
4497.66   11
4499.62  200
4506.97  200
4519.21  200
4524.98  200
4533.32  200
4541.63    7
4545.19    8
4551.53  200
4590.92  160
4722.23  160
4731.10  160
4732.50  100
4741.67  160
4768.79  160
4788.79  100
4814.75   50
4835.26   50
5143.11   60
5191.65  100
5203.33   50
5208.55   80
5390.63   60
5400.46   70
5414.55   90
5682.63    5
5688.20    9
5889.95   32
5895.92   16
6175.25   60
6199.26   70
6234.68   70
6260.01   80
6274.74   80
6310.80   60
6352.83   60
6358.05   60
6361.15   70
6366.41   70
6378.91   60
6475.29   50
6514.21   90
6524.68   80
6530.70  130
6544.04  130
6545.75  130
6552.43   80
7809.78    4
